pandaid,computingsite,cpuconsumptiontime,corecount,noutputdatafiles,outputfilebytes,files_info
304,USDF,92,4,2,86828734,"{""lsst_SingleFrame_Cal_304_0000.fits"":78935213}"
305,USDF,94,4,1,336258347,"{""lsst_SingleFrame_Cal_305_0000.fits"":109436166,""lsst_SingleFrame_Cal_305_0001.fits"":88822218,""lsst_SingleFrame_Cal_305_0002.fits"":107431023}"
306,Base,29,1,1,34735126,"{""lsst_Prompt_ISR_306_0000.fits"":38594585}"
307,USDF,773,8,3,1893140996,"{""lsst_Coadd_307_0000.fits"":103155176,""lsst_Coadd_307_0001.fits"":104942961,""lsst_Coadd_307_0002.fits"":79463532,""lsst_Coadd_307_0003.fits"":86773975,""lsst_Coadd_307_0004.fits"":103636030,""lsst_Coadd_307_0005.fits"":78675241,""lsst_Coadd_307_0006.fits"":86732581,""lsst_Coadd_307_0007.fits"":127327635,""lsst_Coadd_307_0008.fits"":81554531,""lsst_Coadd_307_0009.fits"":76322170,""lsst_Coadd_307_0010.fits"":109747119,""lsst_Coadd_307_0011.fits"":100293664,""lsst_Coadd_307_0012.fits"":108054023,""lsst_Coadd_307_0013.fits"":109442173,""lsst_Coadd_307_0014.fits"":121361536,""lsst_Coadd_307_0015.fits"":61692380,""lsst_Coadd_307_0016.fits"":82855488,""lsst_Coadd_307_0017.fits"":88135609,""lsst_Coadd_307_0018.fits"":78114592,""lsst_Coadd_307_0019.fits"":113510896,""lsst_Coadd_307_0020.fits"":88060105,""lsst_Coadd_307_0021.fits"":95196568,""lsst_Coadd_307_0022.fits"":72581557,""lsst_Coadd_307_0023.fits"":124725900,""lsst_Coadd_307_0024.fits"":98668471,""lsst_Coadd_307_0025.fits"":96318342,""lsst_Coadd_307_0026.fits"":85225081,""lsst_Coadd_307_0027.fits"":113361523,""lsst_Coadd_307_0028.fits"":85985081,""lsst_Coadd_307_0029.fits"":138314091,""lsst_Coadd_307_0030.fits"":93186033,""lsst_Coadd_307_0031.fits"":133441634,""lsst_Coadd_307_0032.fits"":124207957,""lsst_Coadd_307_0033.fits"":100022965,""lsst_Coadd_307_0034.fits"":76031421,""lsst_Coadd_307_0035.fits"":86864741,""lsst_Coadd_307_0036.fits"":95049835,""lsst_Coadd_307_0037.fits"":93541665,""lsst_Coadd_307_0038.fits"":83707710}"
308,Base,27,1,1,36380056,"{""lsst_Prompt_ISR_308_0000.fits"":40422285}"
309,UKDF,442,8,3,1535937415,"{""lsst_Coadd_309_0000.fits"":140527429,""lsst_Coadd_309_0001.fits"":113360143,""lsst_Coadd_309_0002.fits"":102161733,""lsst_Coadd_309_0003.fits"":149982686,""lsst_Coadd_309_0004.fits"":100021982,""lsst_Coadd_309_0005.fits"":111422387,""lsst_Coadd_309_0006.fits"":70177160,""lsst_Coadd_309_0007.fits"":86222061,""lsst_Coadd_309_0008.fits"":104755698,""lsst_Coadd_309_0009.fits"":92604248,""lsst_Coadd_309_0010.fits"":92419570,""lsst_Coadd_309_0011.fits"":120450441,""lsst_Coadd_309_0012.fits"":126900255,""lsst_Coadd_309_0013.fits"":85105574,""lsst_Coadd_309_0014.fits"":117732608,""lsst_Coadd_309_0015.fits"":115247541,""lsst_Coadd_309_0016.fits"":106611099,""lsst_Coadd_309_0017.fits"":83359194,""lsst_Coadd_309_0018.fits"":140817599,""lsst_Coadd_309_0019.fits"":107552666,""lsst_Coadd_309_0020.fits"":104991451,""lsst_Coadd_309_0021.fits"":110046761,""lsst_Coadd_309_0022.fits"":136379965,""lsst_Coadd_309_0023.fits"":92355029,""lsst_Coadd_309_0024.fits"":91112780,""lsst_Coadd_309_0025.fits"":104949174,""lsst_Coadd_309_0026.fits"":69560386,""lsst_Coadd_309_0027.fits"":101661218,""lsst_Coadd_309_0028.fits"":93385992}"
310,USDF,341,8,2,1038751120,"{""lsst_Coadd_310_0000.fits"":78957705,""lsst_Coadd_310_0001.fits"":112253299,""lsst_Coadd_310_0002.fits"":116554201,""lsst_Coadd_310_0003.fits"":117671858,""lsst_Coadd_310_0004.fits"":135336062,""lsst_Coadd_310_0005.fits"":74643942,""lsst_Coadd_310_0006.fits"":90441452,""lsst_Coadd_310_0007.fits"":112356996,""lsst_Coadd_310_0008.fits"":88274670,""lsst_Coadd_310_0009.fits"":102807318,""lsst_Coadd_310_0010.fits"":85678967,""lsst_Coadd_310_0011.fits"":97499067,""lsst_Coadd_310_0012.fits"":180984238,""lsst_Coadd_310_0013.fits"":70439659,""lsst_Coadd_310_0014.fits"":115431523,""lsst_Coadd_310_0015.fits"":94668576,""lsst_Coadd_310_0016.fits"":105213639,""lsst_Coadd_310_0017.fits"":87411047,""lsst_Coadd_310_0018.fits"":105649941,""lsst_Coadd_310_0019.fits"":105228080}"
311,Base,42,1,1,43231357,"{""lsst_Prompt_ISR_311_0000.fits"":48034842}"
312,USDF,238,8,3,121647530,"{""lsst_ForcedPhotom_312_0000.fits"":54778520,""lsst_ForcedPhotom_312_0001.fits"":44879523,""lsst_ForcedPhotom_312_0002.fits"":36640030,""lsst_ForcedPhotom_312_0003.fits"":33710885,""lsst_ForcedPhotom_312_0004.fits"":47935706,""lsst_ForcedPhotom_312_0005.fits"":55782825,""lsst_ForcedPhotom_312_0006.fits"":48358627,""lsst_ForcedPhotom_312_0007.fits"":51243657,""lsst_ForcedPhotom_312_0008.fits"":34800346,""lsst_ForcedPhotom_312_0009.fits"":47841207,""lsst_ForcedPhotom_312_0010.fits"":50002865,""lsst_ForcedPhotom_312_0011.fits"":50171248,""lsst_ForcedPhotom_312_0012.fits"":52092211}"
313,Base,25,1,1,39031385,"{""lsst_Prompt_ISR_313_0000.fits"":43368206}"
314,FrDF,455,8,2,1811219690,"{""lsst_Coadd_314_0000.fits"":100342930,""lsst_Coadd_314_0001.fits"":83441018,""lsst_Coadd_314_0002.fits"":186893241,""lsst_Coadd_314_0003.fits"":92134061,""lsst_Coadd_314_0004.fits"":88577680,""lsst_Coadd_314_0005.fits"":86525042,""lsst_Coadd_314_0006.fits"":105629532,""lsst_Coadd_314_0007.fits"":102472288,""lsst_Coadd_314_0008.fits"":122478732,""lsst_Coadd_314_0009.fits"":117589654,""lsst_Coadd_314_0010.fits"":101189069,""lsst_Coadd_314_0011.fits"":79980116,""lsst_Coadd_314_0012.fits"":105454610,""lsst_Coadd_314_0013.fits"":84296051,""lsst_Coadd_314_0014.fits"":130348172,""lsst_Coadd_314_0015.fits"":126421573,""lsst_Coadd_314_0016.fits"":99491192,""lsst_Coadd_314_0017.fits"":98444574,""lsst_Coadd_314_0018.fits"":108417951,""lsst_Coadd_314_0019.fits"":83835167,""lsst_Coadd_314_0020.fits"":89203171,""lsst_Coadd_314_0021.fits"":76700384,""lsst_Coadd_314_0022.fits"":83377695,""lsst_Coadd_314_0023.fits"":104469472,""lsst_Coadd_314_0024.fits"":83906364,""lsst_Coadd_314_0025.fits"":81735505,""lsst_Coadd_314_0026.fits"":116161808,""lsst_Coadd_314_0027.fits"":150124975,""lsst_Coadd_314_0028.fits"":69470320,""lsst_Coadd_314_0029.fits"":91677769,""lsst_Coadd_314_0030.fits"":106838886,""lsst_Coadd_314_0031.fits"":127762704,""lsst_Coadd_314_0032.fits"":73343285,""lsst_Coadd_314_0033.fits"":73301677,""lsst_Coadd_314_0034.fits"":84066449,""lsst_Coadd_314_0035.fits"":106336264}"
315,Base,34,1,1,35242084,"{""lsst_Prompt_ISR_315_0000.fits"":39157872}"
316,Base,41,1,2,36612501,"{""lsst_Prompt_ISR_316_0000.fits"":40680557}"
317,USDF,108,4,1,236503551,"{""lsst_SingleFrame_Cal_317_0000.fits"":75325799,""lsst_SingleFrame_Cal_317_0001.fits"":139677430}"
318,USDF,103,4,1,203393033,"{""lsst_SingleFrame_Cal_318_0000.fits"":88048855,""lsst_SingleFrame_Cal_318_0001.fits"":96853903}"
319,USDF,34,1,2,43729383,"{""lsst_Prompt_ISR_319_0000.fits"":48588204}"
320,UKDF,52,1,2,37678757,"{""lsst_Prompt_ISR_320_0000.fits"":41865286}"
321,FrDF,912,8,1,565832248,"{""lsst_Coadd_321_0000.fits"":118477648,""lsst_Coadd_321_0001.fits"":84491203,""lsst_Coadd_321_0002.fits"":106490294,""lsst_Coadd_321_0003.fits"":127033372,""lsst_Coadd_321_0004.fits"":124052298,""lsst_Coadd_321_0005.fits"":131792808,""lsst_Coadd_321_0006.fits"":98822344,""lsst_Coadd_321_0007.fits"":84081855,""lsst_Coadd_321_0008.fits"":86941343,""lsst_Coadd_321_0009.fits"":92574622,""lsst_Coadd_321_0010.fits"":76906709}"
322,Base,24,1,1,32868054,"{""lsst_Prompt_ISR_322_0000.fits"":36520061}"
323,Base,29,1,1,33719791,"{""lsst_Prompt_ISR_323_0000.fits"":37466435}"
324,Base,44,1,2,28707881,"{""lsst_Prompt_ISR_324_0000.fits"":31897646}"
325,UKDF,194,8,2,78717988,"{""lsst_ForcedPhotom_325_0000.fits"":56968307,""lsst_ForcedPhotom_325_0001.fits"":43792547,""lsst_ForcedPhotom_325_0002.fits"":43690079,""lsst_ForcedPhotom_325_0003.fits"":51839123,""lsst_ForcedPhotom_325_0004.fits"":52337047,""lsst_ForcedPhotom_325_0005.fits"":49405227,""lsst_ForcedPhotom_325_0006.fits"":48361060,""lsst_ForcedPhotom_325_0007.fits"":47196553}"
326,FrDF,264,8,2,176937947,"{""lsst_ForcedPhotom_326_0000.fits"":40033299,""lsst_ForcedPhotom_326_0001.fits"":37317057,""lsst_ForcedPhotom_326_0002.fits"":41952385,""lsst_ForcedPhotom_326_0003.fits"":79714055,""lsst_ForcedPhotom_326_0004.fits"":49765678,""lsst_ForcedPhotom_326_0005.fits"":61186606,""lsst_ForcedPhotom_326_0006.fits"":70211952,""lsst_ForcedPhotom_326_0007.fits"":53052655,""lsst_ForcedPhotom_326_0008.fits"":48051212,""lsst_ForcedPhotom_326_0009.fits"":57149420,""lsst_ForcedPhotom_326_0010.fits"":47878585,""lsst_ForcedPhotom_326_0011.fits"":52866045,""lsst_ForcedPhotom_326_0012.fits"":44381791,""lsst_ForcedPhotom_326_0013.fits"":85260262,""lsst_ForcedPhotom_326_0014.fits"":48991187,""lsst_ForcedPhotom_326_0015.fits"":66877548}"
327,USDF,293,8,3,104126291,"{""lsst_ForcedPhotom_327_0000.fits"":63135743,""lsst_ForcedPhotom_327_0001.fits"":38304813,""lsst_ForcedPhotom_327_0002.fits"":53501281,""lsst_ForcedPhotom_327_0003.fits"":55062313,""lsst_ForcedPhotom_327_0004.fits"":41895359,""lsst_ForcedPhotom_327_0005.fits"":37582683,""lsst_ForcedPhotom_327_0006.fits"":53336003,""lsst_ForcedPhotom_327_0007.fits"":81550709,""lsst_ForcedPhotom_327_0008.fits"":53973432,""lsst_ForcedPhotom_327_0009.fits"":42289120}"
328,FrDF,543,8,4,1267399647,"{""lsst_Coadd_328_0000.fits"":79780113,""lsst_Coadd_328_0001.fits"":71167797,""lsst_Coadd_328_0002.fits"":89037620,""lsst_Coadd_328_0003.fits"":132291008,""lsst_Coadd_328_0004.fits"":99723776,""lsst_Coadd_328_0005.fits"":83884731,""lsst_Coadd_328_0006.fits"":100451917,""lsst_Coadd_328_0007.fits"":123299923,""lsst_Coadd_328_0008.fits"":94430731,""lsst_Coadd_328_0009.fits"":68445389,""lsst_Coadd_328_0010.fits"":138404101,""lsst_Coadd_328_0011.fits"":102942346,""lsst_Coadd_328_0012.fits"":93924402,""lsst_Coadd_328_0013.fits"":97499519,""lsst_Coadd_328_0014.fits"":70541106,""lsst_Coadd_328_0015.fits"":67883798,""lsst_Coadd_328_0016.fits"":139432944,""lsst_Coadd_328_0017.fits"":79263182,""lsst_Coadd_328_0018.fits"":140152375,""lsst_Coadd_328_0019.fits"":82604393,""lsst_Coadd_328_0020.fits"":90665107,""lsst_Coadd_328_0021.fits"":76921634,""lsst_Coadd_328_0022.fits"":94069467,""lsst_Coadd_328_0023.fits"":120278527,""lsst_Coadd_328_0024.fits"":111812605,""lsst_Coadd_328_0025.fits"":85890784}"
329,Base,15,1,1,30888030,"{""lsst_Prompt_ISR_329_0000.fits"":34320034}"
330,UKDF,440,8,1,651590143,"{""lsst_Coadd_330_0000.fits"":105418609,""lsst_Coadd_330_0001.fits"":96851107,""lsst_Coadd_330_0002.fits"":85470987,""lsst_Coadd_330_0003.fits"":131549761,""lsst_Coadd_330_0004.fits"":105216380,""lsst_Coadd_330_0005.fits"":106465995,""lsst_Coadd_330_0006.fits"":96979566,""lsst_Coadd_330_0007.fits"":98391056,""lsst_Coadd_330_0008.fits"":103915537,""lsst_Coadd_330_0009.fits"":72505236,""lsst_Coadd_330_0010.fits"":110794511,""lsst_Coadd_330_0011.fits"":96587343,""lsst_Coadd_330_0012.fits"":93034198}"
331,Base,44,1,2,38470159,"{""lsst_Prompt_ISR_331_0000.fits"":42744622}"
332,Base,32,1,1,40059657,"{""lsst_Prompt_ISR_332_0000.fits"":44510730}"
333,Base,19,1,1,34371056,"{""lsst_Prompt_ISR_333_0000.fits"":38190063}"
334,USDF,328,8,4,718009768,"{""lsst_Coadd_334_0000.fits"":136418610,""lsst_Coadd_334_0001.fits"":88571346,""lsst_Coadd_334_0002.fits"":60840054,""lsst_Coadd_334_0003.fits"":134427792,""lsst_Coadd_334_0004.fits"":129989370,""lsst_Coadd_334_0005.fits"":93813915,""lsst_Coadd_334_0006.fits"":112665719,""lsst_Coadd_334_0007.fits"":126523277,""lsst_Coadd_334_0008.fits"":99682370,""lsst_Coadd_334_0009.fits"":87842959,""lsst_Coadd_334_0010.fits"":65299990,""lsst_Coadd_334_0011.fits"":84355349,""lsst_Coadd_334_0012.fits"":70201632,""lsst_Coadd_334_0013.fits"":80758318,""lsst_Coadd_334_0014.fits"":64628835}"
335,UKDF,88,4,2,354295432,"{""lsst_SingleFrame_Cal_335_0000.fits"":106524563,""lsst_SingleFrame_Cal_335_0001.fits"":86383543,""lsst_SingleFrame_Cal_335_0002.fits"":129178651}"
336,USDF,221,4,1,117505434,"{""lsst_DiffImaging_336_0000.fits"":87184223,""lsst_DiffImaging_336_0001.fits"":101432414,""lsst_DiffImaging_336_0002.fits"":93534962,""lsst_DiffImaging_336_0003.fits"":109533182}"
337,Base,18,1,1,41216541,"{""lsst_Prompt_ISR_337_0000.fits"":45796157}"
338,USDF,179,4,2,352812642,"{""lsst_SingleFrame_Cal_338_0000.fits"":76428235,""lsst_SingleFrame_Cal_338_0001.fits"":130519899,""lsst_SingleFrame_Cal_338_0002.fits"":113790632}"
339,USDF,91,4,2,271251057,"{""lsst_SingleFrame_Cal_339_0000.fits"":101178895,""lsst_SingleFrame_Cal_339_0001.fits"":145412975}"
340,USDF,699,8,4,964248706,"{""lsst_Coadd_340_0000.fits"":94960153,""lsst_Coadd_340_0001.fits"":96605218,""lsst_Coadd_340_0002.fits"":135141418,""lsst_Coadd_340_0003.fits"":76145779,""lsst_Coadd_340_0004.fits"":80113668,""lsst_Coadd_340_0005.fits"":103039918,""lsst_Coadd_340_0006.fits"":88953512,""lsst_Coadd_340_0007.fits"":100837756,""lsst_Coadd_340_0008.fits"":97826127,""lsst_Coadd_340_0009.fits"":111497508,""lsst_Coadd_340_0010.fits"":73291597,""lsst_Coadd_340_0011.fits"":99819712,""lsst_Coadd_340_0012.fits"":73962216,""lsst_Coadd_340_0013.fits"":82352634,""lsst_Coadd_340_0014.fits"":80876609,""lsst_Coadd_340_0015.fits"":72466241,""lsst_Coadd_340_0016.fits"":82600951,""lsst_Coadd_340_0017.fits"":116371968,""lsst_Coadd_340_0018.fits"":97296402,""lsst_Coadd_340_0019.fits"":61303829,""lsst_Coadd_340_0020.fits"":103034196}"
341,FrDF,165,4,1,47470108,"{""lsst_DiffImaging_341_0000.fits"":83126746,""lsst_DiffImaging_341_0001.fits"":75106948}"
342,FrDF,64,4,1,76717560,"{""lsst_SingleFrame_Cal_342_0000.fits"":69743237}"
343,USDF,56,4,2,306483483,"{""lsst_SingleFrame_Cal_343_0000.fits"":110422493,""lsst_SingleFrame_Cal_343_0001.fits"":86111620,""lsst_SingleFrame_Cal_343_0002.fits"":82087236}"
344,USDF,32,1,2,32160497,"{""lsst_Prompt_ISR_344_0000.fits"":35733886}"
345,USDF,123,4,2,130136580,"{""lsst_DiffImaging_345_0000.fits"":97338711,""lsst_DiffImaging_345_0001.fits"":105248234,""lsst_DiffImaging_345_0002.fits"":144591822,""lsst_DiffImaging_345_0003.fits"":86609833}"
346,FrDF,34,1,1,37534986,"{""lsst_Prompt_ISR_346_0000.fits"":41705541}"
347,Base,25,1,2,36835534,"{""lsst_Prompt_ISR_347_0000.fits"":40928372}"
348,Base,36,1,2,30165611,"{""lsst_Prompt_ISR_348_0000.fits"":33517346}"
349,USDF,355,8,2,77950121,"{""lsst_ForcedPhotom_349_0000.fits"":56245744,""lsst_ForcedPhotom_349_0001.fits"":53366215,""lsst_ForcedPhotom_349_0002.fits"":44099739,""lsst_ForcedPhotom_349_0003.fits"":63214095,""lsst_ForcedPhotom_349_0004.fits"":51210279,""lsst_ForcedPhotom_349_0005.fits"":37902344,""lsst_ForcedPhotom_349_0006.fits"":40979841,""lsst_ForcedPhotom_349_0007.fits"":42732348}"
350,Base,33,1,2,39385694,"{""lsst_Prompt_ISR_350_0000.fits"":43761883}"
351,UKDF,86,4,2,223434208,"{""lsst_SingleFrame_Cal_351_0000.fits"":91737748,""lsst_SingleFrame_Cal_351_0001.fits"":111384260}"
352,Base,39,1,2,34872640,"{""lsst_Prompt_ISR_352_0000.fits"":38747378}"
353,Base,34,1,1,45872248,"{""lsst_Prompt_ISR_353_0000.fits"":50969165}"
354,Base,31,1,1,39340729,"{""lsst_Prompt_ISR_354_0000.fits"":43711922}"
355,USDF,176,4,3,221342123,"{""lsst_SingleFrame_Cal_355_0000.fits"":125065150,""lsst_SingleFrame_Cal_355_0001.fits"":76154962}"
356,USDF,565,8,1,2255017646,"{""lsst_Coadd_356_0000.fits"":112604232,""lsst_Coadd_356_0001.fits"":114890215,""lsst_Coadd_356_0002.fits"":89158190,""lsst_Coadd_356_0003.fits"":84595529,""lsst_Coadd_356_0004.fits"":170481832,""lsst_Coadd_356_0005.fits"":117553383,""lsst_Coadd_356_0006.fits"":113770148,""lsst_Coadd_356_0007.fits"":90007561,""lsst_Coadd_356_0008.fits"":114840687,""lsst_Coadd_356_0009.fits"":119644209,""lsst_Coadd_356_0010.fits"":129241412,""lsst_Coadd_356_0011.fits"":60501494,""lsst_Coadd_356_0012.fits"":99219029,""lsst_Coadd_356_0013.fits"":85996443,""lsst_Coadd_356_0014.fits"":93415039,""lsst_Coadd_356_0015.fits"":114483706,""lsst_Coadd_356_0016.fits"":111395223,""lsst_Coadd_356_0017.fits"":103714468,""lsst_Coadd_356_0018.fits"":112902606,""lsst_Coadd_356_0019.fits"":138644288,""lsst_Coadd_356_0020.fits"":109094676,""lsst_Coadd_356_0021.fits"":112243224,""lsst_Coadd_356_0022.fits"":146591660,""lsst_Coadd_356_0023.fits"":108544233,""lsst_Coadd_356_0024.fits"":112582128,""lsst_Coadd_356_0025.fits"":81270910,""lsst_Coadd_356_0026.fits"":149705386,""lsst_Coadd_356_0027.fits"":84206980,""lsst_Coadd_356_0028.fits"":110755904,""lsst_Coadd_356_0029.fits"":85866061,""lsst_Coadd_356_0030.fits"":114129232,""lsst_Coadd_356_0031.fits"":96897317,""lsst_Coadd_356_0032.fits"":103210667,""lsst_Coadd_356_0033.fits"":85309282,""lsst_Coadd_356_0034.fits"":89469888,""lsst_Coadd_356_0035.fits"":101378077,""lsst_Coadd_356_0036.fits"":127654908,""lsst_Coadd_356_0037.fits"":93990204,""lsst_Coadd_356_0038.fits"":156738552,""lsst_Coadd_356_0039.fits"":103223079,""lsst_Coadd_356_0040.fits"":89323154,""lsst_Coadd_356_0041.fits"":70790077}"
357,Base,811,8,1,1481530688,"{""lsst_Coadd_357_0000.fits"":86485488,""lsst_Coadd_357_0001.fits"":81034933,""lsst_Coadd_357_0002.fits"":82471127,""lsst_Coadd_357_0003.fits"":99729373,""lsst_Coadd_357_0004.fits"":122745033,""lsst_Coadd_357_0005.fits"":84307580,""lsst_Coadd_357_0006.fits"":91439411,""lsst_Coadd_357_0007.fits"":122497017,""lsst_Coadd_357_0008.fits"":128260339,""lsst_Coadd_357_0009.fits"":121692468,""lsst_Coadd_357_0010.fits"":79004253,""lsst_Coadd_357_0011.fits"":52253159,""lsst_Coadd_357_0012.fits"":79686481,""lsst_Coadd_357_0013.fits"":91562095,""lsst_Coadd_357_0014.fits"":77318628,""lsst_Coadd_357_0015.fits"":116165588,""lsst_Coadd_357_0016.fits"":83952557,""lsst_Coadd_357_0017.fits"":92298258,""lsst_Coadd_357_0018.fits"":85171651,""lsst_Coadd_357_0019.fits"":89694834,""lsst_Coadd_357_0020.fits"":77945743,""lsst_Coadd_357_0021.fits"":107298053,""lsst_Coadd_357_0022.fits"":91528915,""lsst_Coadd_357_0023.fits"":112838856,""lsst_Coadd_357_0024.fits"":97686676,""lsst_Coadd_357_0025.fits"":103483744,""lsst_Coadd_357_0026.fits"":89791900,""lsst_Coadd_357_0027.fits"":100635434,""lsst_Coadd_357_0028.fits"":99637665,""lsst_Coadd_357_0029.fits"":102159761,""lsst_Coadd_357_0030.fits"":112284357}"
358,Base,61,1,1,32704643,"{""lsst_Prompt_ISR_358_0000.fits"":36338493}"
359,Base,38,1,2,36585783,"{""lsst_Prompt_ISR_359_0000.fits"":40650870}"
360,Base,31,1,1,32286325,"{""lsst_Prompt_ISR_360_0000.fits"":35873695}"
361,Base,39,1,2,37267320,"{""lsst_Prompt_ISR_361_0000.fits"":41408134}"
362,USDF,104,4,3,98992757,"{""lsst_SingleFrame_Cal_362_0000.fits"":89993416}"
363,Base,28,1,2,50424552,"{""lsst_Prompt_ISR_363_0000.fits"":56027281}"
364,USDF,209,4,1,60772865,"{""lsst_DiffImaging_364_0000.fits"":90034272,""lsst_DiffImaging_364_0001.fits"":112541947}"
365,Base,38,1,2,42371183,"{""lsst_Prompt_ISR_365_0000.fits"":47079093}"
366,USDF,530,8,3,1623173414,"{""lsst_Coadd_366_0000.fits"":104316647,""lsst_Coadd_366_0001.fits"":123237935,""lsst_Coadd_366_0002.fits"":78427545,""lsst_Coadd_366_0003.fits"":99550926,""lsst_Coadd_366_0004.fits"":112287994,""lsst_Coadd_366_0005.fits"":84851538,""lsst_Coadd_366_0006.fits"":102940355,""lsst_Coadd_366_0007.fits"":103133232,""lsst_Coadd_366_0008.fits"":75640553,""lsst_Coadd_366_0009.fits"":86723743,""lsst_Coadd_366_0010.fits"":64575320,""lsst_Coadd_366_0011.fits"":105830631,""lsst_Coadd_366_0012.fits"":86810654,""lsst_Coadd_366_0013.fits"":73528268,""lsst_Coadd_366_0014.fits"":89008482,""lsst_Coadd_366_0015.fits"":116052075,""lsst_Coadd_366_0016.fits"":78653538,""lsst_Coadd_366_0017.fits"":132644313,""lsst_Coadd_366_0018.fits"":109335915,""lsst_Coadd_366_0019.fits"":135807236,""lsst_Coadd_366_0020.fits"":122543808,""lsst_Coadd_366_0021.fits"":122425534,""lsst_Coadd_366_0022.fits"":113548744,""lsst_Coadd_366_0023.fits"":70534735,""lsst_Coadd_366_0024.fits"":79108006,""lsst_Coadd_366_0025.fits"":114168448,""lsst_Coadd_366_0026.fits"":76069547,""lsst_Coadd_366_0027.fits"":106907505,""lsst_Coadd_366_0028.fits"":110643311,""lsst_Coadd_366_0029.fits"":129474489,""lsst_Coadd_366_0030.fits"":83579024,""lsst_Coadd_366_0031.fits"":93184077,""lsst_Coadd_366_0032.fits"":60802700}"
367,UKDF,370,8,1,89310378,"{""lsst_ForcedPhotom_367_0000.fits"":48722741,""lsst_ForcedPhotom_367_0001.fits"":43368933,""lsst_ForcedPhotom_367_0002.fits"":55685196,""lsst_ForcedPhotom_367_0003.fits"":47048370,""lsst_ForcedPhotom_367_0004.fits"":52149035,""lsst_ForcedPhotom_367_0005.fits"":38523304,""lsst_ForcedPhotom_367_0006.fits"":42695756,""lsst_ForcedPhotom_367_0007.fits"":68116833,""lsst_ForcedPhotom_367_0008.fits"":50241724}"
368,Base,26,1,2,47248668,"{""lsst_Prompt_ISR_368_0000.fits"":52498521}"
369,USDF,172,4,2,95492170,"{""lsst_SingleFrame_Cal_369_0000.fits"":86811064}"
370,USDF,494,8,2,2442033789,"{""lsst_Coadd_370_0000.fits"":96536352,""lsst_Coadd_370_0001.fits"":96966325,""lsst_Coadd_370_0002.fits"":95316212,""lsst_Coadd_370_0003.fits"":92064861,""lsst_Coadd_370_0004.fits"":103645204,""lsst_Coadd_370_0005.fits"":123692432,""lsst_Coadd_370_0006.fits"":93734644,""lsst_Coadd_370_0007.fits"":79116955,""lsst_Coadd_370_0008.fits"":93652748,""lsst_Coadd_370_0009.fits"":171692212,""lsst_Coadd_370_0010.fits"":100588924,""lsst_Coadd_370_0011.fits"":60536991,""lsst_Coadd_370_0012.fits"":78893843,""lsst_Coadd_370_0013.fits"":82303248,""lsst_Coadd_370_0014.fits"":93051890,""lsst_Coadd_370_0015.fits"":105847251,""lsst_Coadd_370_0016.fits"":108756871,""lsst_Coadd_370_0017.fits"":109163527,""lsst_Coadd_370_0018.fits"":101630455,""lsst_Coadd_370_0019.fits"":113791116,""lsst_Coadd_370_0020.fits"":110302695,""lsst_Coadd_370_0021.fits"":78745152,""lsst_Coadd_370_0022.fits"":91762535,""lsst_Coadd_370_0023.fits"":111583564,""lsst_Coadd_370_0024.fits"":55807295,""lsst_Coadd_370_0025.fits"":82312853,""lsst_Coadd_370_0026.fits"":129832851,""lsst_Coadd_370_0027.fits"":99916642,""lsst_Coadd_370_0028.fits"":91996278,""lsst_Coadd_370_0029.fits"":100689889,""lsst_Coadd_370_0030.fits"":128536525,""lsst_Coadd_370_0031.fits"":148575952,""lsst_Coadd_370_0032.fits"":107614986,""lsst_Coadd_370_0033.fits"":93556005,""lsst_Coadd_370_0034.fits"":101070476,""lsst_Coadd_370_0035.fits"":108541996,""lsst_Coadd_370_0036.fits"":80872671,""lsst_Coadd_370_0037.fits"":74782629,""lsst_Coadd_370_0038.fits"":100388957,""lsst_Coadd_370_0039.fits"":142880075,""lsst_Coadd_370_0040.fits"":95195364,""lsst_Coadd_370_0041.fits"":169329752,""lsst_Coadd_370_0042.fits"":110116873,""lsst_Coadd_370_0043.fits"":111947625,""lsst_Coadd_370_0044.fits"":92361042,""lsst_Coadd_370_0045.fits"":76777380,""lsst_Coadd_370_0046.fits"":100895948,""lsst_Coadd_370_0047.fits"":86691507}"
